Latitude and Longitude,Class of Land,RVI,mean_rvi,min_rvi,max_rvi,std_rvi,Predicted Class
"(10.472532411678117, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5427782 , 0.84367883, 0.38514215, 0.6377868 , 0.5503396 ,
       0.59911174, 0.6928328 , 0.5718252 , 0.48985717, 0.5001605 ,
       0.69216794, 0.6094379 , 0.38677594, 0.54595375, 0.6639545 ,
       0.8287107 , 0.59885466, 0.51762915, 0.4289653 , 0.54578435,
       0.70898837, 0.56452215, 0.5319501 , 0.40885   , 0.48228288,
       0.6749547 , 0.6622817 , 0.5999776 , 0.578144  , 0.49219778,
       0.8585464 , 0.65356237, 0.56295234, 0.652354  , 0.29734114,
       0.6904348 , 0.42130014, 0.28316545, 0.5397248 , 0.5231969 ,
       0.5141237 , 0.72916746, 0.53479093, 0.6186114 , 0.5516419 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.5725958, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.28316545)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.85854638)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12463196)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472078182848456, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5707898 , 0.7101308 , 0.33575696, 0.5560555 , 0.7508216 ,
       0.61936146, 0.7175977 , 0.5827719 , 0.55478096, 0.85229975,
       0.6810281 , 0.54087013, 0.44004026, 0.51700854, 0.36270496,
       0.8764407 , 0.49085796, 0.36182657, 0.75846463, 0.5293886 ,
       0.7996629 , 0.6648564 , 0.40877333, 0.49391806, 0.9058643 ,
       0.509329  , 0.6582618 , 0.4899382 , 0.6395943 , 0.59158474,
       0.57646245, 0.5577761 , 0.84948236, 0.47786444, 0.5820474 ,
       0.7954889 , 0.8133401 , 0.5963928 , 0.66831684, 0.83188576,
       0.6110241 , 0.4558742 , 0.6509315 , 0.6097112 , 0.5614133 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.61352867, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.33575696)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.9058643)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.142309)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.471623954018797, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.69157594, 0.54261756, 0.5162945 , 0.6661639 , 0.76640445,
       0.75175154, 0.5346061 , 0.49090922, 0.7858745 , 0.90058285,
       0.6228527 , 0.58848536, 0.63690233, 0.54756045, 0.5857823 ,
       0.81857324, 0.6219107 , 0.41386208, 0.7276943 , 0.44286525,
       0.67916226, 0.43763766, 0.54873806, 0.5666522 , 0.53822017,
       0.8160328 , 0.7166139 , 0.75308853, 0.654663  , 0.76477647,
       0.5221697 , 0.6016282 , 0.62505347, 0.4248693 , 0.55453044,
       0.6421051 , 0.67275774, 0.6271807 , 0.78329873, 0.62092245,
       0.504228  , 0.4446956 , 0.7695709 , 0.4877839 , 0.5563047 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6214656, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.41386208)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.90058285)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11877485)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.471169725189137, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.73188853, 0.5866777 , 0.49915466, 0.6929121 , 0.4747759 ,
       0.49183214, 0.69472015, 0.6328654 , 0.7870425 , 0.6212907 ,
       0.5116192 , 0.686769  , 0.5092159 , 0.81232077, 0.8066451 ,
       0.70564353, 0.6868975 , 0.60657674, 0.6369221 , 0.51937234,
       0.45024645, 0.6544416 , 0.5298222 , 0.75991833, 0.63504785,
       0.8498384 , 0.52974606, 0.59930444, 0.58739185, 0.5278603 ,
       0.57841605, 0.43935165, 0.61054915, 0.5060341 , 0.47939938,
       0.5911054 , 0.7253242 , 0.53311574, 0.72901213, 0.76935554,
       0.582365  , 0.7585122 , 0.63021445, 0.62992626, 0.32395744],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6156755, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.32395744)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.84983838)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11399765)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.470715496359476, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.63804114, 0.6042694 , 0.43037415, 0.6061137 , 0.6650976 ,
       0.6432904 , 0.59560645, 0.4930089 , 0.8497849 , 0.40854713,
       0.44708002, 0.55784076, 0.72048354, 0.80312127, 0.6031987 ,
       0.88621676, 0.7167109 , 0.6073822 , 0.67229515, 0.82633036,
       0.6197961 , 0.69326824, 0.5685257 , 0.737257  , 0.6722041 ,
       0.5975352 , 0.6404817 , 0.40119267, 0.5851466 , 0.420552  ,
       0.61796933, 0.5266566 , 0.80167973, 0.52394164, 0.6861244 ,
       0.4763539 , 0.9845149 , 0.5630217 , 0.8549765 , 0.6446574 ,
       0.7176964 , 0.746884  , 0.39349297, 0.79138225, 0.36820796],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6312958, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.36820796)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.98451489)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.14166218)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.470261267529818, 105.53334732473513)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.56170374, 0.6346617 , 0.6810001 , 0.49340338, 0.4901078 ,
       0.36263686, 0.6658547 , 0.6327899 , 0.6835264 , 0.9747764 ,
       0.5055919 , 0.54618204, 0.72102594, 0.72688186, 0.5857948 ,
       0.6074296 , 0.6574622 , 0.5697225 , 0.6333251 , 0.7245559 ,
       0.77911335, 0.6908139 , 0.62627476, 0.5616292 , 0.52076346,
       0.5142862 , 0.72473174, 0.6981578 , 0.4563773 , 0.4852801 ,
       0.62952656, 0.62339246, 0.416973  , 0.5662163 , 0.6285048 ,
       0.46483263, 0.9763416 , 0.45989504, 0.7790355 , 0.7443381 ,
       0.64776176, 0.579552  , 0.56919837, 0.8542337 , 0.5393517 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.62211144, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.36263686)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.97634161)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12822382)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.475712013485737, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.66309863, 0.51213187, 1.4142135 , 0.59628737, 0.6970589 ,
       1.4142135 , 1.0744946 , 0.69124   , 0.80100197, 0.7453829 ,
       0.7081014 , 1.0185163 , 0.6194084 , 0.69394076, 0.52774775,
       0.76941013, 0.7381217 , 0.4479938 , 0.53311306, 0.65106654,
       0.5727133 , 0.4206652 , 0.6376337 , 0.7060864 , 0.53090566,
       0.6450348 , 0.58259934, 0.40366518, 0.68784654, 0.56532514,
       0.7451083 , 0.5347543 , 0.7022871 , 0.5479405 , 0.5913031 ,
       0.71533316, 0.55899507, 0.66984147, 0.8246111 , 0.827704  ,
       0.60727453, 0.81789327, 0.6042311 , 0.66209906, 0.8021762 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6951238, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40366518)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.20370056)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.475257784656076, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.8020458 , 0.70289993, 1.4142135 , 0.5511638 , 0.7100883 ,
       1.4142135 , 0.6359172 , 0.62665945, 0.47372723, 0.9533038 ,
       0.8613604 , 0.600154  , 0.5854996 , 0.8581831 , 0.8782152 ,
       0.62714845, 0.558895  , 0.65081894, 0.530719  , 0.550419  ,
       0.49668235, 0.60035324, 0.79242015, 0.6303707 , 0.71898335,
       0.605982  , 0.56647927, 0.72898996, 0.54907924, 0.6265871 ,
       0.56294614, 0.5187628 , 0.6815667 , 0.5440801 , 0.5182487 ,
       0.83934444, 0.4421637 , 0.7976026 , 0.6836839 , 0.7005475 ,
       0.54734784, 0.84961593, 0.6519117 , 0.5333986 , 0.5788904 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.68337065, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.44216371)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.19810031)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474803555826417, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 46)>
array([0.5193479 , 0.6808458 , 1.4142135 , 0.46692243, 0.5608432 ,
       0.9277399 , 0.48419714, 0.7098805 , 0.94337994, 0.66964966,
       0.6188556 , 0.6013191 , 0.8175173 , 0.5204225 , 0.508647  ,
       0.69055414, 0.7310822 , 0.6216734 , 0.88013583, 0.5956665 ,
       0.7307472 , 0.6336007 , 0.563687  , 0.7418163 , 0.58636826,
       1.0534124 , 0.76951057, 0.6144713 , 0.703296  , 0.4217564 ,
       0.75263023, 0.7827418 , 0.49728847, 0.633001  , 0.7917316 ,
       0.6105732 , 0.7472149 , 0.7979143 , 0.6299565 , 0.4422841 ,
       0.8587744 , 0.7360177 , 0.882808  , 0.7214826 , 0.6573256 ,
       0.54868627], dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.69286937, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.42175639)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.41421354)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.1754244)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.474349326996757, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.62816954, 0.75789225, 0.6212805 , 0.64380217, 0.7549636 ,
       0.50106317, 0.844604  , 0.84801096, 0.80668175, 0.60825974,
       0.4086933 , 0.7262459 , 0.56185126, 0.8231086 , 0.50157624,
       0.61532736, 0.76737046, 0.55948865, 0.6985181 , 0.57009894,
       0.75734353, 1.0037302 , 0.6478724 , 0.82550037, 0.80925465,
       0.51867366, 0.6563914 , 0.5413851 , 0.69288266, 0.5720977 ,
       0.56072813, 0.6614603 , 0.7691908 , 0.6217895 , 0.6064645 ,
       0.52334046, 0.5202091 , 0.567565  , 0.5885259 , 0.64460105,
       0.609416  , 0.6062821 , 0.43028533, 0.5590372 , 0.5495116 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6464566, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40869331)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.00373018)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12231155)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473895098167096, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.47584456, 0.60707253, 0.6925039 , 0.88106424, 0.5926981 ,
       0.48315832, 0.6505855 , 0.6611414 , 0.40336046, 0.63987875,
       0.54779065, 0.6961702 , 0.68465567, 0.64415765, 0.5806044 ,
       0.790416  , 0.6250133 , 0.54507864, 0.7661897 , 0.6039056 ,
       0.882059  , 0.5689554 , 0.69268894, 0.6363091 , 0.589434  ,
       0.76479954, 0.46016252, 0.7406428 , 0.58393043, 0.5762942 ,
       0.4116539 , 0.63958305, 0.55204   , 0.40047574, 0.61553127,
       0.7549514 , 0.6930898 , 0.5618301 , 0.6362276 , 0.55428696,
       0.5414998 , 0.57272965, 0.46621755, 0.46462172, 0.54481333],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6105804, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40047574)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.88205898)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11209745)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.473440869337438, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.54208994, 0.5507985 , 0.6168482 , 0.86804736, 0.5281561 ,
       0.5543333 , 0.6356028 , 0.5951262 , 0.49097064, 0.7274078 ,
       0.6187733 , 0.87381804, 0.52932155, 0.5424757 , 0.6842756 ,
       0.6288586 , 0.66496605, 0.4802019 , 0.82541627, 0.61912495,
       0.5001946 , 0.71498686, 0.56239647, 0.4872984 , 0.5457528 ,
       0.5584551 , 0.48365104, 0.6098167 , 0.36433202, 0.7880727 ,
       0.8630838 , 0.46782953, 0.83028936, 0.58023244, 0.6279287 ,
       0.78304374, 0.7120138 , 0.6646383 , 0.6491498 , 0.40836814,
       0.5862391 , 0.6015832 , 0.47003433, 0.5924677 , 0.65640795],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.61521953, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.36433202)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.87381804)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12133969)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472986640507777, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5602006 , 0.7828963 , 0.6238614 , 0.72234315, 0.5863758 ,
       0.63964957, 0.8524281 , 0.42554617, 0.47822803, 0.68532574,
       0.5996749 , 0.75121766, 0.56358427, 0.6280254 , 0.5657095 ,
       0.87695473, 0.6115675 , 0.5549607 , 0.87099755, 0.6301597 ,
       0.94322866, 0.7263221 , 0.8754111 , 0.67413044, 0.561785  ,
       0.70930505, 0.7167336 , 0.66248584, 0.7281276 , 0.8486618 ,
       0.65596586, 0.641542  , 0.6862088 , 0.36636722, 0.5230289 ,
       0.4778668 , 0.6826357 , 0.46383056, 0.73539233, 0.47733286,
       0.5400217 , 0.72076327, 0.5216225 , 0.65669316, 0.55882937],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6480889, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.36636722)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.94322866)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.12857288)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472532411678117, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.73139757, 0.7303649 , 0.4647038 , 0.6948915 , 0.9634716 ,
       0.7931149 , 0.5677351 , 0.49995694, 0.63945895, 0.59083915,
       0.47793138, 0.64987046, 0.4337242 , 0.55081576, 0.70961183,
       0.99475074, 0.7087605 , 0.481138  , 0.44771764, 0.7721358 ,
       0.5243402 , 0.6293412 , 0.71878463, 0.7576984 , 0.6112195 ,
       0.7529718 , 0.8446479 , 0.7330768 , 0.7647198 , 0.60288304,
       0.7919407 , 0.8027821 , 0.68131644, 0.87540036, 0.49740845,
       0.60213894, 0.54454833, 0.6155811 , 0.69855636, 0.53697664,
       0.6643327 , 0.58566433, 0.54824215, 0.6655455 , 0.53455734],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6552682, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.43372419)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.99475074)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.13145614)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.472078182848456, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.5789033 , 0.46189374, 0.45099992, 0.6273078 , 0.89011127,
       0.55567396, 0.56919986, 0.773834  , 0.567146  , 0.5673857 ,
       0.85359377, 0.79783857, 0.59811926, 0.7442517 , 0.58296794,
       0.6724895 , 0.77019644, 0.66512525, 0.6417638 , 0.5431375 ,
       0.62185276, 0.5958909 , 0.7465563 , 0.6110206 , 0.59512615,
       0.69736683, 0.5383671 , 0.6767586 , 0.6091363 , 0.7040618 ,
       0.60113734, 0.7311814 , 0.80228704, 0.40880293, 0.7851606 ,
       0.57146084, 0.7166087 , 0.5131059 , 0.7374413 , 0.6186291 ,
       0.41043738, 0.7298797 , 0.496529  , 0.59661573, 0.74387306],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.63936055, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.40880293)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.89011127)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11222718)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.471623954018797, 105.53380155356476)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.8192525 , 0.73448616, 0.52473813, 0.5938232 , 0.6052679 ,
       0.4761853 , 0.5443004 , 0.61359257, 0.5217722 , 0.50527906,
       0.644508  , 0.5130456 , 0.6283626 , 0.96952987, 0.53361976,
       0.7658247 , 0.7472626 , 0.59746087, 0.5485262 , 0.56448674,
       0.5132455 , 0.7415378 , 0.5678596 , 0.4044708 , 0.6038822 ,
       0.7373808 , 0.49503756, 0.7038512 , 0.65599155, 0.78861237,
       0.7591058 , 0.4295203 , 0.5867195 , 0.49963957, 0.63886297,
       0.44475675, 0.6997938 , 0.6479853 , 0.8278844 , 0.6136845 ,
       0.5993571 , 0.5933548 , 0.79003024, 0.7358637 , 0.53376704],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.6236338, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.4044708)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.96952987)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.11969519)
Coordinates:
    spatial_ref  int32 4326",Non Rice
"(10.015305671742361, 105.8103360650496)",Non Rice,"<xarray.DataArray (time: 45)>
array([0.6416706 , 0.85178053, 0.8585531 , 0.69633746, 1.0492245 ,
       0.5310548 , 1.029099  , 0.9684011 , 0.61247164, 0.84392214,
       1.0608318 , 0.6476308 , 0.51418126, 0.57365394, 0.9295907 ,
       0.43501577, 0.53615886, 0.6227414 , 1.0010046 , 0.79784   ,
       1.0766811 , 0.70956457, 1.0681325 , 1.013769  , 0.72231174,
       0.7385143 , 0.99161255, 0.7642389 , 0.938751  , 1.2360318 ,
       0.88038   , 1.2537822 , 1.1100541 , 0.85320413, 1.2460927 ,
       1.1918868 , 0.95074713, 0.994297  , 1.0981085 , 1.2099205 ,
       1.0535837 , 1.1471323 , 0.7435638 , 0.86766684, 1.1230516 ],
      dtype=float32)
Coordinates:
    spatial_ref  int32 4326
  * time         (time) datetime64[ns] 2021-12-04T22:46:07.919581 ... 2022-08...","<xarray.DataArray ()>
array(0.89298326, dtype=float32)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.43501577)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(1.25378215)
Coordinates:
    spatial_ref  int32 4326","<xarray.DataArray ()>
array(0.21901827)
Coordinates:
    spatial_ref  int32 4326",Non Rice
